Word,Tooltip Tip,Glossary Link,File Name
Passwordless,パスワードレス: 最初の要素としてパスワードに依存しない認証の形式。,N/A,docs/ja-jp/customize/phone-messages/unified-phone/unified-phone-experience-passwordless.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/phone-messages/unified-phone/unified-phone-experience-passwordless.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/phone-messages/unified-phone/unified-phone-experience-passwordless.mdx
MFA,多要素認証（MFA）: ユーザー名とパスワードに加えて、SMS経由のコードなどの要素を使用するユーザー認証プロセス。,N/A,docs/ja-jp/customize/phone-messages/unified-phone/use-auth0s-unified-phone-experience-for-multi-factor-authentication.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/phone-messages/unified-phone/use-auth0s-unified-phone-experience-for-multi-factor-authentication.mdx
MFA,多要素認証（MFA）: ユーザー名とパスワードに加えて、SMS経由のコードなどの要素を使用するユーザー認証プロセス。,N/A,docs/ja-jp/customize/phone-messages/unified-phone/configure-unified-phone.mdx
Passwordless,パスワードレス: 最初の要素としてパスワードに依存しない認証の形式。,N/A,docs/ja-jp/customize/phone-messages/unified-phone/configure-unified-phone.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/phone-messages/configure-phone-messaging-providers/configure-a-custom-phone-provider.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/phone-messages/configure-phone-messaging-providers/configure-a-custom-phone-provider.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/phone-messages/configure-phone-messaging-providers/configure-a-custom-phone-provider/configure-a-custom-phone-provider-with-terraform.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/phone-messages/configure-phone-messaging-providers/configure-a-custom-phone-provider/configure-a-custom-phone-provider-with-terraform.mdx
Client ID,クライアントID: Auth0から登録されたリソースに与えられる識別値。,N/A,docs/ja-jp/customize/extensions/delegated-administration-extension.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/extensions/authentication-api-debugger-extension.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/extensions/authentication-api-debugger-extension.mdx
SSO,シングルサインオン（SSO）: ユーザーが1つのアプリケーションにログインした後、そのユーザーを他のアプリケーションに自動的にログインさせるサービス。,N/A,docs/ja-jp/customize/extensions/single-sign-on-dashboard-extension.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/extensions/user-import-export-extension.mdx
SAML,Security Assertion Markup Language（SAML）: パスワードなしに二者間で認証情報を交換できる標準化プロトコル。,N/A,docs/ja-jp/customize/extensions/account-link-extension.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/extensions/account-link-extension.mdx
SSO,シングルサインオン（SSO）: ユーザーが1つのアプリケーションにログインした後、そのユーザーを他のアプリケーションに自動的にログインさせるサービス。,N/A,docs/ja-jp/customize/extensions/single-sign-on-dashboard-extension/create-sso-dashboard-application.mdx
SSO,シングルサインオン（SSO）: ユーザーが1つのアプリケーションにログインした後、そのユーザーを他のアプリケーションに自動的にログインさせるサービス。,N/A,docs/ja-jp/customize/extensions/single-sign-on-dashboard-extension/install-sso-dashboard-extension.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/extensions/single-sign-on-dashboard-extension/install-sso-dashboard-extension.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/extensions/single-sign-on-dashboard-extension/install-sso-dashboard-extension.mdx
SSO,シングルサインオン（SSO）: ユーザーが1つのアプリケーションにログインした後、そのユーザーを他のアプリケーションに自動的にログインさせるサービス。,N/A,docs/ja-jp/customize/extensions/single-sign-on-dashboard-extension/add-applications-to-the-sso-dashboard.mdx
SSO,シングルサインオン（SSO）: ユーザーが1つのアプリケーションにログインした後、そのユーザーを他のアプリケーションに自動的にログインさせるサービス。,N/A,docs/ja-jp/customize/extensions/single-sign-on-dashboard-extension/update-applications-on-the-sso-dashboard.mdx
IdP,IDプロバイダー（IdP）: デジタルIDを保存および管理するサービス。,N/A,docs/ja-jp/customize/extensions/authorization-extension/set-up-authorization-extension-users.mdx
IdP,IDプロバイダー（IdP）: デジタルIDを保存および管理するサービス。,N/A,docs/ja-jp/customize/extensions/authorization-extension/configure-authorization-extension.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/extensions/authorization-extension/configure-authorization-extension.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/extensions/delegated-administration-extension/delegated-administration-manage-users.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/extensions/delegated-administration-extension/create-delegated-admin-applications.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/extensions/delegated-administration-extension/install-delegated-admin-extension.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/extensions/delegated-administration-extension/delegated-administration-hooks/delegated-administration-filter-hook.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/extensions/delegated-administration-extension/delegated-administration-hooks/delegated-administration-write-hook.mdx
JSON Web Token,JSON Web Token（JWT）: 二者間のクレームを安全に表現するために使用される標準IDトークン形式（および多くの場合、アクセストークン形式）。,N/A,docs/ja-jp/customize/integrations/authenticate-devices-using-mqtt.mdx
SSO,シングルサインオン（SSO）: ユーザーが1つのアプリケーションにログインした後、そのユーザーを他のアプリケーションに自動的にログインさせるサービス。,N/A,docs/ja-jp/customize/integrations/sharepoint-2010-2013.mdx
SAML,Security Assertion Markup Language（SAML）: パスワードなしに二者間で認証情報を交換できる標準化プロトコル。,N/A,docs/ja-jp/customize/integrations/sharepoint-2010-2013.mdx
Client ID,クライアントID: Auth0から登録されたリソースに与えられる識別値。,N/A,docs/ja-jp/customize/integrations/integrate-with-netlify.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/integrations/integrate-with-netlify.mdx
OAuth 2.0,OAuth 2.0: 認可プロトコルとワークフローを定義する認可フレームワーク。,N/A,docs/ja-jp/customize/integrations/secure-a-cli-with-auth0.mdx
JSON Web Token,JSON Web Token（JWT）: 二者間のクレームを安全に表現するために使用される標準IDトークン形式（および多くの場合、アクセストークン形式）。,N/A,docs/ja-jp/customize/integrations/apigee.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/integrations/integrate-with-vercel.mdx
OAuth 2.0,OAuth 2.0: 認可プロトコルとワークフローを定義する認可フレームワーク。,N/A,docs/ja-jp/customize/integrations/azure-api-management.mdx
Audience,オーディエンス: 発行されたトークンに対するオーディエンスを表す一意の識別子。トークンでaudという名前が付けられ、その値にはIDトークンの場合はアプリケーション（Client ID）、アクセストークンの場合はAPI（API Identifier）のいずれかのIDが含まれます。,N/A,docs/ja-jp/customize/integrations/google-cloud-endpoints.mdx
SSO,シングルサインオン（SSO）: ユーザーが1つのアプリケーションにログインした後、そのユーザーを他のアプリケーションに自動的にログインさせるサービス。,N/A,docs/ja-jp/customize/integrations/marketplace-partners.mdx
SAML,Security Assertion Markup Language（SAML）: パスワードなしに二者間で認証情報を交換できる標準化プロトコル。,N/A,docs/ja-jp/customize/integrations/marketplace-partners.mdx
SSO,シングルサインオン（SSO）: ユーザーが1つのアプリケーションにログインした後、そのユーザーを他のアプリケーションに自動的にログインさせるサービス。,N/A,docs/ja-jp/customize/integrations/office-365-custom-provisioning.mdx
SSO,シングルサインオン（SSO）: ユーザーが1つのアプリケーションにログインした後、そのユーザーを他のアプリケーションに自動的にログインさせるサービス。,N/A,docs/ja-jp/customize/integrations/sso-integrations.mdx
SSO,シングルサインオン（SSO）: ユーザーが1つのアプリケーションにログインした後、そのユーザーを他のアプリケーションに自動的にログインさせるサービス。,N/A,docs/ja-jp/customize/integrations/cms.mdx
SAML,Security Assertion Markup Language（SAML）: パスワードなしに二者間で認証情報を交換できる標準化プロトコル。,N/A,docs/ja-jp/customize/integrations/cms.mdx
MFA,多要素認証（MFA）: ユーザー名とパスワードに加えて、SMS経由のコードなどの要素を使用するユーザー認証プロセス。,N/A,docs/ja-jp/customize/integrations/marketplace-partners/actions-integrations-for-partners.mdx
SAML,Security Assertion Markup Language（SAML）: パスワードなしに二者間で認証情報を交換できる標準化プロトコル。,N/A,docs/ja-jp/customize/integrations/marketplace-partners/introduction-to-integrating-with-auth0.mdx
SAML,Security Assertion Markup Language（SAML）: パスワードなしに二者間で認証情報を交換できる標準化プロトコル。,N/A,docs/ja-jp/customize/integrations/marketplace-partners/defining-an-integration-use-case.mdx
MFA,多要素認証（MFA）: ユーザー名とパスワードに加えて、SMS経由のコードなどの要素を使用するユーザー認証プロセス。,N/A,docs/ja-jp/customize/integrations/marketplace-partners/defining-an-integration-use-case.mdx
SSO,シングルサインオン（SSO）: ユーザーが1つのアプリケーションにログインした後、そのユーザーを他のアプリケーションに自動的にログインさせるサービス。,N/A,docs/ja-jp/customize/integrations/marketplace-partners/sso-integrations-for-partners.mdx
SAML,Security Assertion Markup Language（SAML）: パスワードなしに二者間で認証情報を交換できる標準化プロトコル。,N/A,docs/ja-jp/customize/integrations/marketplace-partners/sso-integrations-for-partners.mdx
SSO,シングルサインオン（SSO）: ユーザーが1つのアプリケーションにログインした後、そのユーザーを他のアプリケーションに自動的にログインさせるサービス。,N/A,docs/ja-jp/customize/integrations/cms/wordpress-plugin.mdx
SAML,Security Assertion Markup Language（SAML）: パスワードなしに二者間で認証情報を交換できる標準化プロトコル。,N/A,docs/ja-jp/customize/integrations/cms/wordpress-plugin.mdx
Universal Login,ユニバーサルログイン: アプリケーションは、Auth0の認可サーバーでホストされているユニバーサルログインにリダイレクトして、ユーザーのアイデンティティを確認します。,N/A,docs/ja-jp/customize/integrations/cms/wordpress-plugin/troubleshoot-wordpress-plugin-invalid-state-errors.mdx
nonce,Nonce: リプレイ攻撃を検出および防止するために、認証プロトコルで1回だけ発行される任意の数値。,N/A,docs/ja-jp/customize/integrations/cms/wordpress-plugin/extend-login-by-auth0.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/integrations/cms/wordpress-plugin/extend-login-by-auth0.mdx
Universal Login,ユニバーサルログイン: アプリケーションは、Auth0の認可サーバーでホストされているユニバーサルログインにリダイレクトして、ユーザーのアイデンティティを確認します。,N/A,docs/ja-jp/customize/integrations/cms/wordpress-plugin/extend-login-by-auth0.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/integrations/cms/wordpress-plugin/troubleshoot-login-by-auth0.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/integrations/cms/wordpress-plugin/troubleshoot-login-by-auth0.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/integrations/cms/wordpress-plugin/configure-login-by-auth0.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/integrations/cms/wordpress-plugin/configure-login-by-auth0.mdx
Custom Domain,カスタムドメイン: 特殊な名前、またはバニティ名を持つサードパーティのドメイン。,N/A,docs/ja-jp/customize/integrations/cms/wordpress-plugin/configure-login-by-auth0.mdx
Client ID,クライアントID: Auth0から登録されたリソースに与えられる識別値。,N/A,docs/ja-jp/customize/integrations/cms/wordpress-plugin/configure-login-by-auth0.mdx
Client Secret,クライアントシークレット: クライアント（アプリケーション）が認可サーバーで認証するために使用するシークレット。これはクライアントと認可サーバーだけが知っているものであり、推測できないように十分にランダムである必要があります。,N/A,docs/ja-jp/customize/integrations/cms/wordpress-plugin/configure-login-by-auth0.mdx
JWT,JSON Web Token（JWT）: 二者間のクレームを安全に表現するために使用される標準IDトークン形式（および多くの場合、アクセストークン形式）。,N/A,docs/ja-jp/customize/integrations/cms/wordpress-plugin/configure-login-by-auth0.mdx
OAuth,OAuth 2.0: 認可プロトコルとワークフローを定義する認可フレームワーク。,N/A,docs/ja-jp/customize/integrations/cms/wordpress-plugin/configure-login-by-auth0.mdx
Universal Login,ユニバーサルログイン: アプリケーションは、Auth0の認可サーバーでホストされているユニバーサルログインにリダイレクトして、ユーザーのアイデンティティを確認します。,N/A,docs/ja-jp/customize/integrations/cms/wordpress-plugin/configure-login-by-auth0.mdx
SSO,シングルサインオン（SSO）: ユーザーが1つのアプリケーションにログインした後、そのユーザーを他のアプリケーションに自動的にログインさせるサービス。,N/A,docs/ja-jp/customize/integrations/cms/wordpress-plugin/configure-login-by-auth0.mdx
Passwordless,パスワードレス: 最初の要素としてパスワードに依存しない認証の形式。,N/A,docs/ja-jp/customize/integrations/cms/wordpress-plugin/configure-login-by-auth0.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/integrations/cms/wordpress-plugin/install-login-by-auth0.mdx
IdP,IDプロバイダー（IdP）: デジタルIDを保存および管理するサービス。,N/A,docs/ja-jp/customize/integrations/aws/amazon-cognito.mdx
JSON Web Token,JSON Web Token（JWT）: 二者間のクレームを安全に表現するために使用される標準IDトークン形式（および多くの場合、アクセストークン形式）。,N/A,docs/ja-jp/customize/integrations/aws/amazon-cognito.mdx
JSON Web Token,JSON Web Token（JWT）: 二者間のクレームを安全に表現するために使用される標準IDトークン形式（および多くの場合、アクセストークン形式）。,N/A,docs/ja-jp/customize/integrations/aws/aws-api-gateway-delegation.mdx
SSO,シングルサインオン（SSO）: ユーザーが1つのアプリケーションにログインした後、そのユーザーを他のアプリケーションに自動的にログインさせるサービス。,N/A,docs/ja-jp/customize/integrations/aws/configure-amazon-web-services-for-sso.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/integrations/aws/configure-amazon-web-services-for-sso.mdx
OAuth,OAuth 2.0: 認可プロトコルとワークフローを定義する認可フレームワーク。,N/A,docs/ja-jp/customize/integrations/aws/aws-api-gateway-custom-authorizers.mdx
SAML,Security Assertion Markup Language（SAML）: パスワードなしに二者間で認証情報を交換できる標準化プロトコル。,N/A,docs/ja-jp/customize/integrations/aws/aws-api-gateway-custom-authorizers.mdx
JWT,JSON Web Token（JWT）: 二者間のクレームを安全に表現するために使用される標準IDトークン形式（および多くの場合、アクセストークン形式）。,N/A,docs/ja-jp/customize/integrations/aws/aws-api-gateway-custom-authorizers.mdx
SAML,Security Assertion Markup Language（SAML）: パスワードなしに二者間で認証情報を交換できる標準化プロトコル。,N/A,docs/ja-jp/customize/integrations/aws/session-tags.mdx
SSO,シングルサインオン（SSO）: ユーザーが1つのアプリケーションにログインした後、そのユーザーを他のアプリケーションに自動的にログインさせるサービス。,N/A,docs/ja-jp/customize/integrations/aws/session-tags.mdx
OpenID,OpenID: アプリケーションがログイン情報を収集および保存することなくにユーザーのIDを検証できるようにする認証用のオープン標準。,N/A,docs/ja-jp/customize/integrations/aws/aws-api-gateway-delegation/aws-api-gateway-delegation-5.mdx
JSON Web Token,JSON Web Token（JWT）: 二者間のクレームを安全に表現するために使用される標準IDトークン形式（および多くの場合、アクセストークン形式）。,N/A,docs/ja-jp/customize/integrations/aws/aws-api-gateway-delegation/aws-api-gateway-delegation-5.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/integrations/aws/aws-api-gateway-delegation/aws-api-gateway-delegation-5.mdx
SAML,Security Assertion Markup Language（SAML）: パスワードなしに二者間で認証情報を交換できる標準化プロトコル。,N/A,docs/ja-jp/customize/integrations/aws/aws-api-gateway-delegation/aws-api-gateway-delegation-5.mdx
SAML,Security Assertion Markup Language（SAML）: パスワードなしに二者間で認証情報を交換できる標準化プロトコル。,N/A,docs/ja-jp/customize/integrations/aws/aws-api-gateway-delegation/aws-api-gateway-delegation-2.mdx
IDP,IDプロバイダー（IdP）: デジタルIDを保存および管理するサービス。,N/A,docs/ja-jp/customize/integrations/aws/aws-api-gateway-delegation/aws-api-gateway-delegation-2.mdx
OpenID,OpenID: アプリケーションがログイン情報を収集および保存することなくにユーザーのIDを検証できるようにする認証用のオープン標準。,N/A,docs/ja-jp/customize/integrations/aws/aws-api-gateway-delegation/aws-api-gateway-delegation-3.mdx
JWT,JSON Web Token（JWT）: 二者間のクレームを安全に表現するために使用される標準IDトークン形式（および多くの場合、アクセストークン形式）。,N/A,docs/ja-jp/customize/integrations/aws/aws-api-gateway-delegation/aws-api-gateway-delegation-3.mdx
SAML,Security Assertion Markup Language（SAML）: パスワードなしに二者間で認証情報を交換できる標準化プロトコル。,N/A,docs/ja-jp/customize/integrations/aws/aws-api-gateway-delegation/aws-api-gateway-delegation-3.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/login-pages/universal-login.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/login-pages/custom-error-pages.mdx
MFA,多要素認証（MFA）: ユーザー名とパスワードに加えて、SMS経由のコードなどの要素を使用するユーザー認証プロセス。,N/A,docs/ja-jp/customize/login-pages/universal-login/customize-templates.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/login-pages/universal-login/customize-templates.mdx
MFA,多要素認証（MFA）: ユーザー名とパスワードに加えて、SMS経由のコードなどの要素を使用するユーザー認証プロセス。,N/A,docs/ja-jp/customize/login-pages/universal-login/customize-text-elements.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/login-pages/universal-login/customize-text-elements.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/login-pages/universal-login/customize-text-elements.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/login-pages/universal-login/customize-signup-and-login-prompts.mdx
passwordless,パスワードレス: 最初の要素としてパスワードに依存しない認証の形式。,N/A,docs/ja-jp/customize/login-pages/universal-login/customize-signup-and-login-prompts/connection-switching.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/login-pages/universal-login/customize-signup-and-login-prompts/use-dynamic-variables-to-internationalize-custom-form-elements.mdx
Universal Login,ユニバーサルログイン: アプリケーションは、Auth0の認可サーバーでホストされているユニバーサルログインにリダイレクトして、ユーザーのアイデンティティを確認します。,N/A,docs/ja-jp/customize/login-pages/universal-login/customize-signup-and-login-prompts/language-selection.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/login-pages/universal-login/customize-signup-and-login-prompts/language-selection.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/login-pages/classic-login/customize-password-reset-page.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/hooks/hook-secrets.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/hooks/delete-hooks.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/hooks/create-hooks.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/hooks/enable-disable-hooks.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/hooks/update-hooks.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/hooks/view-hooks.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/hooks/hook-secrets/delete-hook-secrets.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/hooks/hook-secrets/update-hook-secrets.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/hooks/hook-secrets/view-hook-secrets.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/hooks/hook-secrets/create-hook-secrets.mdx
MFA,多要素認証（MFA）: ユーザー名とパスワードに加えて、SMS経由のコードなどの要素を使用するユーザー認証プロセス。,N/A,docs/ja-jp/customize/actions/transaction-metadata.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/actions/write-your-first-action.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/actions/manage-dependencies.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/actions/manage-dependencies.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/actions/limitations.mdx
MFA,多要素認証（MFA）: ユーザー名とパスワードに加えて、SMS経由のコードなどの要素を使用するユーザー認証プロセス。,N/A,docs/ja-jp/customize/actions/limitations.mdx
SAML,Security Assertion Markup Language（SAML）: パスワードなしに二者間で認証情報を交換できる標準化プロトコル。,N/A,docs/ja-jp/customize/actions/limitations.mdx
IdP,IDプロバイダー（IdP）: デジタルIDを保存および管理するサービス。,N/A,docs/ja-jp/customize/actions/limitations.mdx
MFA,多要素認証（MFA）: ユーザー名とパスワードに加えて、SMS経由のコードなどの要素を使用するユーザー認証プロセス。,N/A,docs/ja-jp/customize/actions/action-coding-guidelines.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/actions/actions-overview.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/actions/test-actions.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/actions/migrate/migrate-from-rules-to-actions.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/actions/migrate/migrate-from-hooks-to-actions.mdx
MFA,多要素認証（MFA）: ユーザー名とパスワードに加えて、SMS経由のコードなどの要素を使用するユーザー認証プロセス。,N/A,docs/ja-jp/customize/actions/explore-triggers/password-reset-triggers.mdx
Audience,オーディエンス: 発行されたトークンに対するオーディエンスを表す一意の識別子。トークンでaudという名前が付けられ、その値にはIDトークンの場合はアプリケーション（Client ID）、アクセストークンの場合はAPI（API Identifier）のいずれかのIDが含まれます。,N/A,docs/ja-jp/customize/actions/explore-triggers/signup-and-login-triggers/login-trigger.mdx
JWT,JSON Web Token（JWT）: 二者間のクレームを安全に表現するために使用される標準IDトークン形式（および多くの場合、アクセストークン形式）。,N/A,docs/ja-jp/customize/actions/explore-triggers/signup-and-login-triggers/login-trigger.mdx
MFA,多要素認証（MFA）: ユーザー名とパスワードに加えて、SMS経由のコードなどの要素を使用するユーザー認証プロセス。,N/A,docs/ja-jp/customize/actions/explore-triggers/signup-and-login-triggers/login-trigger.mdx
JWT,二者間のクレームを安全に表現するために使用される標準IDトークン形式（および多くの場合、アクセストークン形式）。,N/A,docs/ja-jp/customize/actions/explore-triggers/signup-and-login-triggers/post-user-registration-trigger/post-user-registration-event-object.mdx
MFA,多要素認証（MFA）: ユーザー名とパスワードに加えて、SMS経由のコードなどの要素を使用するユーザー認証プロセス。,N/A,docs/ja-jp/customize/actions/explore-triggers/signup-and-login-triggers/login-trigger/redirect-with-actions.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/actions/explore-triggers/signup-and-login-triggers/pre-user-registration-trigger/pre-user-registration-api-object.mdx
JWT,二者間のクレームを安全に表現するために使用される標準IDトークン形式（および多くの場合、アクセストークン形式）。,N/A,docs/ja-jp/customize/actions/explore-triggers/signup-and-login-triggers/pre-user-registration-trigger/pre-user-registration-event-object.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/rules/configure-global-variables-for-rules.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/rules/use-management-api.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/rules/create-rules.mdx
MFA,多要素認証（MFA）: ユーザー名とパスワードに加えて、SMS経由のコードなどの要素を使用するユーザー認証プロセス。,N/A,docs/ja-jp/customize/rules/redirect-users.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/rules/redirect-users.mdx
Auth0 dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/events/create-an-event-stream.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/events/create-an-event-stream.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/events/event-types.mdx
Passwordless,パスワードレス: 最初の要素としてパスワードに依存しない認証の形式。,N/A,docs/ja-jp/customize/events/event-types.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/email/manage-email-flow.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/email/configure-a-custom-email-provider.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/email/email-templates/email-template-descriptions.mdx
Breached Password Detection,パスワード漏洩検知: サードパーティのWebサイトまたはアプリでのデータ漏洩で侵害されたユーザー名とパスワードの組み合わせをユーザーが使用した場合に、Auth0がユーザーに通知する攻撃防御の形式。,N/A,docs/ja-jp/customize/email/email-templates/email-template-descriptions.mdx
MFA,多要素認証（MFA）: ユーザー名とパスワードに加えて、SMS経由のコードなどの要素を使用するユーザー認証プロセス。,N/A,docs/ja-jp/customize/email/email-templates/email-template-descriptions.mdx
Passwordless,パスワードレス: 最初の要素としてパスワードに依存しない認証の形式。,N/A,docs/ja-jp/customize/email/email-templates/email-template-descriptions.mdx
Auth0 dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/email/email-templates/use-liquid-syntax-in-email-templates.mdx
Auth0 Dashboard,Auth0 Dashboard: サービスを構成するためのAuth0の主製品。,N/A,docs/ja-jp/customize/email/configure-a-custom-email-provider/configure-a-custom-email-provider-with-terraform.mdx
Management API,Management API: 顧客が管理タスクを実行できるようにするための製品。,N/A,docs/ja-jp/customize/email/configure-a-custom-email-provider/configure-a-custom-email-provider-with-terraform.mdx
OpenID,"OpenID
Norme ouverte d’authentification qui permet aux applications de vérifier l’identité des utilisateurs sans avoir à collecter leurs informations de connexion.",N/A,docs/fr-ca/rules-best-practices.mdx
OAuth 2.0,"OAuth 2.0
Cadre d’applications d’autorisation qui définit les protocoles d’autorisation et les flux de production.",N/A,docs/fr-ca/rules-best-practices.mdx
